held_out_building,seed,method,regime,metric,value
auditorium,104,EF-PD,coral_adapt,accuracy,0.8913353753387752
auditorium,104,EF-PD,coral_adapt,macro_f1,0.6555147812846651
auditorium,104,EF-PD,coral_adapt,macro_auroc,0.9770293526849636
auditorium,104,EF-PD,coral_adapt,macro_auprc,0.7950909126934727
auditorium,104,EF-PD,coral_adapt,nll,0.39770591118593723
auditorium,104,EF-PD,coral_adapt,class_1_precision,0.9973199828776684
auditorium,104,EF-PD,coral_adapt,class_1_recall,0.8898686461083711
auditorium,104,EF-PD,coral_adapt,class_1_f1,0.9405353225098727
auditorium,104,EF-PD,coral_adapt,class_1_auroc,0.9770294264723903
auditorium,104,EF-PD,coral_adapt,class_1_auprc,0.9991501506731244
auditorium,104,EF-PD,coral_adapt,class_2_precision,0.2311616044516578
auditorium,104,EF-PD,coral_adapt,class_2_recall,0.9326473339569691
auditorium,104,EF-PD,coral_adapt,class_2_f1,0.37049424005945747
auditorium,104,EF-PD,coral_adapt,class_2_auroc,0.977029278897537
auditorium,104,EF-PD,coral_adapt,class_2_auprc,0.5910316747138208
auditorium,104,EF-PD,coral_adapt,brier,0.17707213465778462
auditorium,104,EF-PD,coral_adapt,ece15,0.08282363461028092
auditorium,104,EF-PD,coral_adapt,reversed_auroc,0.022970705568267965
auditorium,104,EF-PD,coral_adapt,recall_return_air_temperature_fault,0.9307958477508651
auditorium,104,EF-PD,coral_adapt,recall_supply_air_temperature_fault,0.9405940594059405
auditorium,104,EF-PD,coral_adapt,selective_error_at_0.5,0.004682789146192801
auditorium,104,EF-PD,coral_adapt,selective_error_at_0.8,0.019164077377969324
auditorium,104,EF-PD,coral_adapt,selective_error_at_1,0.10866462466122484
auditorium,104,EF-PD,coral_adapt,parameters,12354.0
auditorium,104,EF-PD,coral_adapt,train_seconds,18.26760340000328
auditorium,104,EF-PD,coral_adapt,epochs,12.0
auditorium,104,EF-PD,coral_adapt,inference_ms_per_observation,0.0001811232098810634
auditorium,104,RO-PDRF-NOQ,source_norm,accuracy,0.9606619946437449
auditorium,104,RO-PDRF-NOQ,source_norm,macro_f1,0.7997968746447509
auditorium,104,RO-PDRF-NOQ,source_norm,macro_auroc,0.9843130396783266
auditorium,104,RO-PDRF-NOQ,source_norm,macro_auprc,0.8065001686524654
auditorium,104,RO-PDRF-NOQ,source_norm,nll,0.1505688462345746
auditorium,104,RO-PDRF-NOQ,source_norm,class_1_precision,0.9976910087190268
auditorium,104,RO-PDRF-NOQ,source_norm,class_1_recall,0.9614905594579783
auditorium,104,RO-PDRF-NOQ,source_norm,class_1_f1,0.9792563402196984
auditorium,104,RO-PDRF-NOQ,source_norm,class_1_auroc,0.9843130377365523
auditorium,104,RO-PDRF-NOQ,source_norm,class_1_auprc,0.9994306357721308
auditorium,104,RO-PDRF-NOQ,source_norm,class_2_precision,0.4635669673837613
auditorium,104,RO-PDRF-NOQ,source_norm,class_2_recall,0.9373246024321796
auditorium,104,RO-PDRF-NOQ,source_norm,class_2_f1,0.6203374090698034
auditorium,104,RO-PDRF-NOQ,source_norm,class_2_auroc,0.9843130416201009
auditorium,104,RO-PDRF-NOQ,source_norm,class_2_auprc,0.6135697015328001
auditorium,104,RO-PDRF-NOQ,source_norm,brier,0.06922593581652133
auditorium,104,RO-PDRF-NOQ,source_norm,ece15,0.020013398317551456
auditorium,104,RO-PDRF-NOQ,source_norm,reversed_auroc,0.015686962263447797
auditorium,104,RO-PDRF-NOQ,source_norm,recall_return_air_temperature_fault,0.972318339100346
auditorium,104,RO-PDRF-NOQ,source_norm,recall_supply_air_temperature_fault,0.7871287128712872
auditorium,104,RO-PDRF-NOQ,source_norm,selective_error_at_0.5,0.0018602860991725478
auditorium,104,RO-PDRF-NOQ,source_norm,selective_error_at_0.8,0.015455547759847699
auditorium,104,RO-PDRF-NOQ,source_norm,selective_error_at_1,0.03933800535625509
auditorium,104,RO-PDRF-NOQ,source_norm,parameters,15055.0
auditorium,104,RO-PDRF-NOQ,source_norm,train_seconds,61.16030679999676
auditorium,104,RO-PDRF-NOQ,source_norm,epochs,12.0
auditorium,104,RO-PDRF-NOQ,source_norm,inference_ms_per_observation,0.0004885674424367522
auditorium,104,RO-PDRF-NOQ,target_norm,accuracy,0.9298073993296663
auditorium,104,RO-PDRF-NOQ,target_norm,macro_f1,0.7167970341623653
auditorium,104,RO-PDRF-NOQ,target_norm,macro_auroc,0.9698621469118229
auditorium,104,RO-PDRF-NOQ,target_norm,macro_auprc,0.766603090640833
auditorium,104,RO-PDRF-NOQ,target_norm,nll,0.18887874060564988
auditorium,104,RO-PDRF-NOQ,target_norm,class_1_precision,0.9966558753424171
auditorium,104,RO-PDRF-NOQ,target_norm,class_1_recall,0.9304372374167621
auditorium,104,RO-PDRF-NOQ,target_norm,class_1_f1,0.9624088562913851
auditorium,104,RO-PDRF-NOQ,target_norm,class_1_auroc,0.9698621469118229
auditorium,104,RO-PDRF-NOQ,target_norm,class_1_auprc,0.9988398392896352
auditorium,104,RO-PDRF-NOQ,target_norm,class_2_precision,0.3176413096595537
auditorium,104,RO-PDRF-NOQ,target_norm,class_2_recall,0.912067352666043
auditorium,104,RO-PDRF-NOQ,target_norm,class_2_f1,0.4711852120333454
auditorium,104,RO-PDRF-NOQ,target_norm,class_2_auroc,0.9698621469118229
auditorium,104,RO-PDRF-NOQ,target_norm,class_2_auprc,0.5343663419920307
auditorium,104,RO-PDRF-NOQ,target_norm,brier,0.10706583119150762
auditorium,104,RO-PDRF-NOQ,target_norm,ece15,0.009372796950121658
auditorium,104,RO-PDRF-NOQ,target_norm,reversed_auroc,0.030137853088177017
auditorium,104,RO-PDRF-NOQ,target_norm,recall_return_air_temperature_fault,0.9400230680507498
auditorium,104,RO-PDRF-NOQ,target_norm,recall_supply_air_temperature_fault,0.7920792079207921
auditorium,104,RO-PDRF-NOQ,target_norm,selective_error_at_0.5,0.01010327795240229
auditorium,104,RO-PDRF-NOQ,target_norm,selective_error_at_0.8,0.02255186929938857
auditorium,104,RO-PDRF-NOQ,target_norm,selective_error_at_1,0.07019260067033373
auditorium,104,RO-PDRF-NOQ,target_norm,parameters,15055.0
auditorium,104,RO-PDRF-NOQ,target_norm,train_seconds,61.16030679999676
auditorium,104,RO-PDRF-NOQ,target_norm,epochs,12.0
auditorium,104,RO-PDRF-NOQ,target_norm,inference_ms_per_observation,0.0005039193676230982
auditorium,104,RO-PDRF-NOQ,coral_adapt,accuracy,0.922125823885049
auditorium,104,RO-PDRF-NOQ,coral_adapt,macro_f1,0.7033312526147615
auditorium,104,RO-PDRF-NOQ,coral_adapt,macro_auroc,0.969378012070722
auditorium,104,RO-PDRF-NOQ,coral_adapt,macro_auprc,0.7826672409147555
auditorium,104,RO-PDRF-NOQ,coral_adapt,nll,0.2395933638153022
auditorium,104,RO-PDRF-NOQ,coral_adapt,class_1_precision,0.9970730305805455
auditorium,104,RO-PDRF-NOQ,coral_adapt,class_1_recall,0.9220677859147445
auditorium,104,RO-PDRF-NOQ,coral_adapt,class_1_f1,0.9581047037305449
auditorium,104,RO-PDRF-NOQ,coral_adapt,class_1_auroc,0.969378012070722
auditorium,104,RO-PDRF-NOQ,coral_adapt,class_1_auprc,0.9987972540150549
auditorium,104,RO-PDRF-NOQ,coral_adapt,class_2_precision,0.2961907618476305
auditorium,104,RO-PDRF-NOQ,coral_adapt,class_2_recall,0.9237605238540693
auditorium,104,RO-PDRF-NOQ,coral_adapt,class_2_f1,0.44855780149897795
auditorium,104,RO-PDRF-NOQ,coral_adapt,class_2_auroc,0.9693780120707219
auditorium,104,RO-PDRF-NOQ,coral_adapt,class_2_auprc,0.5665372278144561
auditorium,104,RO-PDRF-NOQ,coral_adapt,brier,0.1257127917406644
auditorium,104,RO-PDRF-NOQ,coral_adapt,ece15,0.025589213196048365
auditorium,104,RO-PDRF-NOQ,coral_adapt,reversed_auroc,0.03062198404572919
auditorium,104,RO-PDRF-NOQ,coral_adapt,recall_return_air_temperature_fault,0.9567474048442907
auditorium,104,RO-PDRF-NOQ,coral_adapt,recall_supply_air_temperature_fault,0.7821782178217822
auditorium,104,RO-PDRF-NOQ,coral_adapt,selective_error_at_0.5,0.021810250817884458
auditorium,104,RO-PDRF-NOQ,coral_adapt,selective_error_at_0.8,0.03381778089606091
auditorium,104,RO-PDRF-NOQ,coral_adapt,selective_error_at_1,0.07787417611495095
auditorium,104,RO-PDRF-NOQ,coral_adapt,parameters,15055.0
auditorium,104,RO-PDRF-NOQ,coral_adapt,train_seconds,61.16030679999676
auditorium,104,RO-PDRF-NOQ,coral_adapt,epochs,12.0
auditorium,104,RO-PDRF-NOQ,coral_adapt,inference_ms_per_observation,0.0008806485237835934
auditorium,104,GroupDRO-EF-PD,source_only,accuracy,0.9958144234007409
auditorium,104,GroupDRO-EF-PD,source_only,macro_f1,0.9699978549667396
auditorium,104,GroupDRO-EF-PD,source_only,macro_auroc,0.9998391356425878
auditorium,104,GroupDRO-EF-PD,source_only,macro_auprc,0.9980359406977714
auditorium,104,GroupDRO-EF-PD,source_only,nll,0.010288132327894576
auditorium,104,GroupDRO-EF-PD,source_only,class_1_precision,0.9997999399819946
auditorium,104,GroupDRO-EF-PD,source_only,class_1_recall,0.9958650924126937
auditorium,104,GroupDRO-EF-PD,source_only,class_1_f1,0.9978286370329698
auditorium,104,GroupDRO-EF-PD,source_only,class_1_auroc,0.9998391356425876
auditorium,104,GroupDRO-EF-PD,source_only,class_1_auprc,0.9999942639380989
auditorium,104,GroupDRO-EF-PD,source_only,class_2_precision,0.8951578947368422
auditorium,104,GroupDRO-EF-PD,source_only,class_2_recall,0.9943872778297475
auditorium,104,GroupDRO-EF-PD,source_only,class_2_f1,0.9421670729005096
auditorium,104,GroupDRO-EF-PD,source_only,class_2_auroc,0.9998391356425878
auditorium,104,GroupDRO-EF-PD,source_only,class_2_auprc,0.9960776174574438
auditorium,104,GroupDRO-EF-PD,source_only,brier,0.0062139339891877305
auditorium,104,GroupDRO-EF-PD,source_only,ece15,0.0013367299755833741
auditorium,104,GroupDRO-EF-PD,source_only,reversed_auroc,0.00016086435741225199
auditorium,104,GroupDRO-EF-PD,source_only,recall_return_air_temperature_fault,0.9982698961937716
auditorium,104,GroupDRO-EF-PD,source_only,recall_supply_air_temperature_fault,0.9777227722772277
auditorium,104,GroupDRO-EF-PD,source_only,selective_error_at_0.5,0.0
auditorium,104,GroupDRO-EF-PD,source_only,selective_error_at_0.8,0.0
auditorium,104,GroupDRO-EF-PD,source_only,selective_error_at_1,0.004185576599259111
auditorium,104,GroupDRO-EF-PD,source_only,train_seconds,21.58198160000029
auditorium,104,GroupDRO-EF-PD,source_only,parameters,12354.0
auditorium,104,GroupDRO-EF-PD,source_only,epochs,12.0
auditorium,104,GroupDRO-EF-PD,source_only,inference_ms_per_observation,0.00025722693525165893
auditorium,104,HGB-current,source_only,accuracy,0.99756242282342
auditorium,104,HGB-current,source_only,macro_f1,0.9818248167310669
auditorium,104,HGB-current,source_only,macro_auroc,0.998733100951095
auditorium,104,HGB-current,source_only,macro_auprc,0.9937825709490626
auditorium,104,HGB-current,source_only,nll,0.009618839178752515
auditorium,104,HGB-current,source_only,class_1_precision,0.9992021674451075
auditorium,104,HGB-current,source_only,class_1_recall,0.9982729703249805
auditorium,104,HGB-current,source_only,class_1_f1,0.9987373527603794
auditorium,104,HGB-current,source_only,class_1_auroc,0.998733100951095
auditorium,104,HGB-current,source_only,class_1_auprc,0.9999521836843969
auditorium,104,HGB-current,source_only,class_2_precision,0.9525979945305378
auditorium,104,HGB-current,source_only,class_2_recall,0.9775491113189897
auditorium,104,HGB-current,source_only,class_2_f1,0.9649122807017544
auditorium,104,HGB-current,source_only,class_2_auroc,0.998733100951095
auditorium,104,HGB-current,source_only,class_2_auprc,0.9876129582137284
auditorium,104,HGB-current,source_only,brier,0.004245601590184268
auditorium,104,HGB-current,source_only,ece15,0.0013042222282406454
auditorium,104,HGB-current,source_only,reversed_auroc,0.0012668990489049297
auditorium,104,HGB-current,source_only,recall_return_air_temperature_fault,0.9803921568627451
auditorium,104,HGB-current,source_only,recall_supply_air_temperature_fault,0.9653465346534653
auditorium,104,HGB-current,source_only,selective_error_at_0.5,0.0
auditorium,104,HGB-current,source_only,selective_error_at_0.8,8.01844241755667e-05
auditorium,104,HGB-current,source_only,selective_error_at_1,0.002437577176579997
auditorium,104,HGB-current,source_only,train_seconds,1.6828677000012249
auditorium,104,HGB-current,source_only,parameters,
auditorium,104,HGB-current,source_only,epochs,
auditorium,104,HGB-current,source_only,inference_ms_per_observation,
auditorium,105,EF-PD,source_norm,accuracy,0.9962955241592765
auditorium,105,EF-PD,source_norm,macro_f1,0.9732523751836624
auditorium,105,EF-PD,source_norm,macro_auroc,0.999829636482281
auditorium,105,EF-PD,source_norm,macro_auprc,0.9978239330979721
auditorium,105,EF-PD,source_norm,nll,0.010035671786701143
auditorium,105,EF-PD,source_norm,class_1_precision,0.9997667288723007
auditorium,105,EF-PD,source_norm,class_1_recall,0.9963964861588536
auditorium,105,EF-PD,source_norm,class_1_f1,0.9980787624235872
auditorium,105,EF-PD,source_norm,class_1_auroc,0.9998296364822808
auditorium,105,EF-PD,source_norm,class_1_auprc,0.9999939396893235
auditorium,105,EF-PD,source_norm,class_2_precision,0.9073045706962837
auditorium,105,EF-PD,source_norm,class_2_recall,0.9934518241347053
auditorium,105,EF-PD,source_norm,class_2_f1,0.9484259879437374
auditorium,105,EF-PD,source_norm,class_2_auroc,0.999829636482281
auditorium,105,EF-PD,source_norm,class_2_auprc,0.9956539265066209
auditorium,105,EF-PD,source_norm,brier,0.005670432610841669
auditorium,105,EF-PD,source_norm,ece15,0.00110199557183908
auditorium,105,EF-PD,source_norm,reversed_auroc,0.00017036351771910436
auditorium,105,EF-PD,source_norm,recall_return_air_temperature_fault,0.9965397923875432
auditorium,105,EF-PD,source_norm,recall_supply_air_temperature_fault,0.9801980198019802
auditorium,105,EF-PD,source_norm,selective_error_at_0.5,0.0
auditorium,105,EF-PD,source_norm,selective_error_at_0.8,0.0
auditorium,105,EF-PD,source_norm,selective_error_at_1,0.003704475840723531
auditorium,105,EF-PD,source_norm,parameters,12354.0
auditorium,105,EF-PD,source_norm,train_seconds,18.03606949999812
auditorium,105,EF-PD,source_norm,epochs,12.0
auditorium,105,EF-PD,source_norm,inference_ms_per_observation,0.00021329762490178374
auditorium,105,EF-PD,target_norm,accuracy,0.8945908238048655
auditorium,105,EF-PD,target_norm,macro_f1,0.6677068487194668
auditorium,105,EF-PD,target_norm,macro_auroc,0.9941431676625406
auditorium,105,EF-PD,target_norm,macro_auprc,0.9370376782558791
auditorium,105,EF-PD,target_norm,nll,0.40474846077255666
auditorium,105,EF-PD,target_norm,class_1_precision,0.99983228980322
auditorium,105,EF-PD,target_norm,class_1_recall,0.8909978578189608
auditorium,105,EF-PD,target_norm,class_1_f1,0.9422828692605569
auditorium,105,EF-PD,target_norm,class_1_auroc,0.9941431540701199
auditorium,105,EF-PD,target_norm,class_1_auprc,0.9997889648360592
auditorium,105,EF-PD,target_norm,class_2_precision,0.24490969745772462
auditorium,105,EF-PD,target_norm,class_2_recall,0.9957904583723106
auditorium,105,EF-PD,target_norm,class_2_f1,0.39313082817837686
auditorium,105,EF-PD,target_norm,class_2_auroc,0.9941431812549614
auditorium,105,EF-PD,target_norm,class_2_auprc,0.874286391675699
auditorium,105,EF-PD,target_norm,brier,0.18243349629100386
auditorium,105,EF-PD,target_norm,ece15,0.0743420188593712
auditorium,105,EF-PD,target_norm,reversed_auroc,0.005856818745038673
auditorium,105,EF-PD,target_norm,recall_return_air_temperature_fault,0.9959630911188004
auditorium,105,EF-PD,target_norm,recall_supply_air_temperature_fault,0.995049504950495
auditorium,105,EF-PD,target_norm,selective_error_at_0.5,0.0006414779652318403
auditorium,105,EF-PD,target_norm,selective_error_at_0.8,0.05374361030369845
auditorium,105,EF-PD,target_norm,selective_error_at_1,0.10540917619513446
auditorium,105,EF-PD,target_norm,parameters,12354.0
auditorium,105,EF-PD,target_norm,train_seconds,18.03606949999812
auditorium,105,EF-PD,target_norm,epochs,12.0
auditorium,105,EF-PD,target_norm,inference_ms_per_observation,0.00023070385056746953
auditorium,105,EF-PD,coral_adapt,accuracy,0.8899882932148756
auditorium,105,EF-PD,coral_adapt,macro_f1,0.6579060571237751
auditorium,105,EF-PD,coral_adapt,macro_auroc,0.9858417306920169
auditorium,105,EF-PD,coral_adapt,macro_auprc,0.8916467727089821
auditorium,105,EF-PD,coral_adapt,nll,0.4003896528133481
auditorium,105,EF-PD,coral_adapt,class_1_precision,0.9986915643283052
auditorium,105,EF-PD,coral_adapt,class_1_recall,0.8872448894867069
auditorium,105,EF-PD,coral_adapt,class_1_f1,0.9396753372377284
auditorium,105,EF-PD,coral_adapt,class_1_auroc,0.9858417035071754
auditorium,105,EF-PD,coral_adapt,class_1_auprc,0.9994730056315748
auditorium,105,EF-PD,coral_adapt,class_2_precision,0.23346127794084442
auditorium,105,EF-PD,coral_adapt,class_2_recall,0.9672591206735267
auditorium,105,EF-PD,coral_adapt,class_2_f1,0.37613677700982173
auditorium,105,EF-PD,coral_adapt,class_2_auroc,0.9858417578768582
auditorium,105,EF-PD,coral_adapt,class_2_auprc,0.7838205397863893
auditorium,105,EF-PD,coral_adapt,brier,0.1846309967616453
auditorium,105,EF-PD,coral_adapt,ece15,0.08606445197563412
auditorium,105,EF-PD,coral_adapt,reversed_auroc,0.014158253773788038
auditorium,105,EF-PD,coral_adapt,recall_return_air_temperature_fault,0.9700115340253749
auditorium,105,EF-PD,coral_adapt,recall_supply_air_temperature_fault,0.9554455445544554
auditorium,105,EF-PD,coral_adapt,selective_error_at_0.5,0.0006414779652318403
auditorium,105,EF-PD,coral_adapt,selective_error_at_0.8,0.016097023153252454
auditorium,105,EF-PD,coral_adapt,selective_error_at_1,0.1100117067851244
auditorium,105,EF-PD,coral_adapt,parameters,12354.0
auditorium,105,EF-PD,coral_adapt,train_seconds,18.03606949999812
auditorium,105,EF-PD,coral_adapt,epochs,12.0
auditorium,105,EF-PD,coral_adapt,inference_ms_per_observation,0.00020932694007731208
auditorium,105,RO-PDRF-NOQ,source_norm,accuracy,0.960148820501307
auditorium,105,RO-PDRF-NOQ,source_norm,macro_f1,0.7983062305265721
auditorium,105,RO-PDRF-NOQ,source_norm,macro_auroc,0.9849851266295546
auditorium,105,RO-PDRF-NOQ,source_norm,macro_auprc,0.8173411249718923
auditorium,105,RO-PDRF-NOQ,source_norm,nll,0.14962760164160602
auditorium,105,RO-PDRF-NOQ,source_norm,class_1_precision,0.9977412235326574
auditorium,105,RO-PDRF-NOQ,source_norm,class_1_recall,0.9609093475481161
auditorium,105,RO-PDRF-NOQ,source_norm,class_1_f1,0.978978978978979
auditorium,105,RO-PDRF-NOQ,source_norm,class_1_auroc,0.984985128571329
auditorium,105,RO-PDRF-NOQ,source_norm,class_1_auprc,0.999455508999648
auditorium,105,RO-PDRF-NOQ,source_norm,class_2_precision,0.4602155468929145
auditorium,105,RO-PDRF-NOQ,source_norm,class_2_recall,0.9387277829747428
auditorium,105,RO-PDRF-NOQ,source_norm,class_2_f1,0.6176334820741652
auditorium,105,RO-PDRF-NOQ,source_norm,class_2_auroc,0.9849851246877802
auditorium,105,RO-PDRF-NOQ,source_norm,class_2_auprc,0.6352267409441366
auditorium,105,RO-PDRF-NOQ,source_norm,brier,0.06882623668657654
auditorium,105,RO-PDRF-NOQ,source_norm,ece15,0.019604977625880763
auditorium,105,RO-PDRF-NOQ,source_norm,reversed_auroc,0.015014879195768622
auditorium,105,RO-PDRF-NOQ,source_norm,recall_return_air_temperature_fault,0.9700115340253749
auditorium,105,RO-PDRF-NOQ,source_norm,recall_supply_air_temperature_fault,0.8044554455445545
auditorium,105,RO-PDRF-NOQ,source_norm,selective_error_at_0.5,0.0007376996600166885
auditorium,105,RO-PDRF-NOQ,source_norm,selective_error_at_0.8,0.014012228124686832
auditorium,105,RO-PDRF-NOQ,source_norm,selective_error_at_1,0.03985117949869299
auditorium,105,RO-PDRF-NOQ,source_norm,parameters,15055.0
auditorium,105,RO-PDRF-NOQ,source_norm,train_seconds,63.88193639999372
auditorium,105,RO-PDRF-NOQ,source_norm,epochs,12.0
auditorium,105,RO-PDRF-NOQ,source_norm,inference_ms_per_observation,0.0006108536330306562
auditorium,105,RO-PDRF-NOQ,target_norm,accuracy,0.9347627371425822
auditorium,105,RO-PDRF-NOQ,target_norm,macro_f1,0.7270511171407683
auditorium,105,RO-PDRF-NOQ,target_norm,macro_auroc,0.9722820774177372
auditorium,105,RO-PDRF-NOQ,target_norm,macro_auprc,0.7912497737771065
auditorium,105,RO-PDRF-NOQ,target_norm,nll,0.1678937819968977
auditorium,105,RO-PDRF-NOQ,target_norm,class_1_precision,0.9966038737065535
auditorium,105,RO-PDRF-NOQ,target_norm,class_1_recall,0.9356349324963882
auditorium,105,RO-PDRF-NOQ,target_norm,class_1_f1,0.9651575106634462
auditorium,105,RO-PDRF-NOQ,target_norm,class_1_auroc,0.9722820832430603
auditorium,105,RO-PDRF-NOQ,target_norm,class_1_auprc,0.9988887304916617
auditorium,105,RO-PDRF-NOQ,target_norm,class_2_precision,0.3342493988320165
auditorium,105,RO-PDRF-NOQ,target_norm,class_2_recall,0.9101964452759589
auditorium,105,RO-PDRF-NOQ,target_norm,class_2_f1,0.48894472361809044
auditorium,105,RO-PDRF-NOQ,target_norm,class_2_auroc,0.9722820715924141
auditorium,105,RO-PDRF-NOQ,target_norm,class_2_auprc,0.5836108170625514
auditorium,105,RO-PDRF-NOQ,target_norm,brier,0.09629070699516053
auditorium,105,RO-PDRF-NOQ,target_norm,ece15,0.011104320035299705
auditorium,105,RO-PDRF-NOQ,target_norm,reversed_auroc,0.027717928407586086
auditorium,105,RO-PDRF-NOQ,target_norm,recall_return_air_temperature_fault,0.941753171856978
auditorium,105,RO-PDRF-NOQ,target_norm,recall_supply_air_temperature_fault,0.7747524752475248
auditorium,105,RO-PDRF-NOQ,target_norm,selective_error_at_0.5,0.005035602027070318
auditorium,105,RO-PDRF-NOQ,target_norm,selective_error_at_0.8,0.01685877518292067
auditorium,105,RO-PDRF-NOQ,target_norm,selective_error_at_1,0.06523726285741782
auditorium,105,RO-PDRF-NOQ,target_norm,parameters,15055.0
auditorium,105,RO-PDRF-NOQ,target_norm,train_seconds,63.88193639999372
auditorium,105,RO-PDRF-NOQ,target_norm,epochs,12.0
auditorium,105,RO-PDRF-NOQ,target_norm,inference_ms_per_observation,0.0006219462128396872
auditorium,105,RO-PDRF-NOQ,coral_adapt,accuracy,0.9264396940199175
auditorium,105,RO-PDRF-NOQ,coral_adapt,macro_f1,0.7098400666499709
auditorium,105,RO-PDRF-NOQ,coral_adapt,macro_auroc,0.966001062523411
auditorium,105,RO-PDRF-NOQ,coral_adapt,macro_auprc,0.7889938857615562
auditorium,105,RO-PDRF-NOQ,coral_adapt,nll,0.23570084207285427
auditorium,105,RO-PDRF-NOQ,coral_adapt,class_1_precision,0.9965901381797407
auditorium,105,RO-PDRF-NOQ,coral_adapt,class_1_recall,0.9269997841212906
auditorium,105,RO-PDRF-NOQ,coral_adapt,class_1_f1,0.9605361644283466
auditorium,105,RO-PDRF-NOQ,coral_adapt,class_1_auroc,0.9660010605816366
auditorium,105,RO-PDRF-NOQ,coral_adapt,class_1_auprc,0.9986107477866666
auditorium,105,RO-PDRF-NOQ,coral_adapt,class_2_precision,0.3069525461138263
auditorium,105,RO-PDRF-NOQ,coral_adapt,class_2_recall,0.9106641721234799
auditorium,105,RO-PDRF-NOQ,coral_adapt,class_2_f1,0.4591439688715953
auditorium,105,RO-PDRF-NOQ,coral_adapt,class_2_auroc,0.9660010644651855
auditorium,105,RO-PDRF-NOQ,coral_adapt,class_2_auprc,0.5793770237364458
auditorium,105,RO-PDRF-NOQ,coral_adapt,brier,0.12603448981401813
auditorium,105,RO-PDRF-NOQ,coral_adapt,ece15,0.026930949322321707
auditorium,105,RO-PDRF-NOQ,coral_adapt,reversed_auroc,0.03399893553481461
auditorium,105,RO-PDRF-NOQ,coral_adapt,recall_return_air_temperature_fault,0.9515570934256056
auditorium,105,RO-PDRF-NOQ,coral_adapt,recall_supply_air_temperature_fault,0.7351485148514851
auditorium,105,RO-PDRF-NOQ,coral_adapt,selective_error_at_0.5,0.01905189556738729
auditorium,105,RO-PDRF-NOQ,coral_adapt,selective_error_at_0.8,0.03484013230429994
auditorium,105,RO-PDRF-NOQ,coral_adapt,selective_error_at_1,0.07356030598008245
auditorium,105,RO-PDRF-NOQ,coral_adapt,parameters,15055.0
auditorium,105,RO-PDRF-NOQ,coral_adapt,train_seconds,63.88193639999372
auditorium,105,RO-PDRF-NOQ,coral_adapt,epochs,12.0
auditorium,105,RO-PDRF-NOQ,coral_adapt,inference_ms_per_observation,0.0005469329826575793
auditorium,105,GroupDRO-EF-PD,source_only,accuracy,0.9971775422165916
auditorium,105,GroupDRO-EF-PD,source_only,macro_f1,0.9792776551675926
auditorium,105,GroupDRO-EF-PD,source_only,macro_auroc,0.9998189644902435
auditorium,105,GroupDRO-EF-PD,source_only,macro_auprc,0.9976039651752648
auditorium,105,GroupDRO-EF-PD,source_only,nll,0.007204730620252185
auditorium,105,GroupDRO-EF-PD,source_only,class_1_precision,0.9995839781671743
auditorium,105,GroupDRO-EF-PD,source_only,class_1_recall,0.9974924857603082
auditorium,105,GroupDRO-EF-PD,source_only,class_1_f1,0.9985371367777113
auditorium,105,GroupDRO-EF-PD,source_only,class_1_auroc,0.9998189644902435
auditorium,105,GroupDRO-EF-PD,source_only,class_1_auprc,0.9999935685992767
auditorium,105,GroupDRO-EF-PD,source_only,class_2_precision,0.933303886925795
auditorium,105,GroupDRO-EF-PD,source_only,class_2_recall,0.9883068288119738
auditorium,105,GroupDRO-EF-PD,source_only,class_2_f1,0.9600181735574739
auditorium,105,GroupDRO-EF-PD,source_only,class_2_auroc,0.9998189644902437
auditorium,105,GroupDRO-EF-PD,source_only,class_2_auprc,0.9952143617512529
auditorium,105,GroupDRO-EF-PD,source_only,brier,0.004148021556281467
auditorium,105,GroupDRO-EF-PD,source_only,ece15,0.00041103307214803033
auditorium,105,GroupDRO-EF-PD,source_only,reversed_auroc,0.00018103550975640014
auditorium,105,GroupDRO-EF-PD,source_only,recall_return_air_temperature_fault,0.9867358708189158
auditorium,105,GroupDRO-EF-PD,source_only,recall_supply_air_temperature_fault,0.995049504950495
auditorium,105,GroupDRO-EF-PD,source_only,selective_error_at_0.5,0.0
auditorium,105,GroupDRO-EF-PD,source_only,selective_error_at_0.8,0.0
auditorium,105,GroupDRO-EF-PD,source_only,selective_error_at_1,0.002822457783408394
